gene name,geneId,adipose tissue,adrenal gland,appendix,bone marrow,breast,cerebral cortex,"cervix, uterine",colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,kidney,liver,lung,lymph node,ovary,pancreas,parathyroid gland,placenta,prostate,rectum,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spleen,stomach,testis,thyroid gland,tonsil,urinary bladder,max,min,std diviacija,mediana
ZNF705G,ENSG00000215372,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.9,0,0.148624077,0
MYL5,ENSG00000215375,11.1,13.6,9.4,7.1,14.3,12.9,8.4,12.5,20.7,7.8,21.7,11.6,12.9,12.8,3.7,6.9,6.7,11.1,12.4,5.4,1.8,22.9,7.4,16,14.3,5.9,12.6,8.2,22,19.9,8.5,14.2,8.1,19.3,12.4,9.4,7.6,22.9,1.8,5.195138763,11.6
SCRT2,ENSG00000215397,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.6,0,0.098194066,0
ZNF407,ENSG00000215421,2.7,2.6,4.2,3.5,3.5,4,4.2,2.2,2.2,6.1,2.3,2.8,4.5,3.3,2.1,2.7,1.1,3.5,3.9,5.9,0.4,9,4,4.6,2.5,1,3.9,1.1,2.8,2.7,4.6,4.7,2.1,7.6,6.1,2.8,2.7,9,0.4,1.762949584,3.3
NPEPL1,ENSG00000215440,21.9,13.8,12.3,12.5,9.2,13,9.9,9.2,15.8,15.2,4.8,18.5,20.9,24.2,14.2,11.8,2.8,20.2,14.8,15.5,3.6,22.3,14.3,16.9,4.8,9.3,21.6,22.5,19.7,13.2,12.5,24.7,13.2,19.6,18.3,5.7,16.8,24.7,2.8,5.815256627,14.3
KRTAP10-4,ENSG00000215454,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.016216216,0
KRTAP10-1,ENSG00000215455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL17-C18orf32,ENSG00000215472,12.3,63.8,36,7.7,9.5,66.2,7.2,4.2,34.3,24.6,15.3,5.1,10.5,13,13.6,22,8.2,19.8,21.3,16.2,5.6,7.4,14.6,21.7,8.2,6.1,12.3,5.3,8.8,25.8,8,17.1,14.7,21.7,15.3,9.8,5,66.2,4.2,13.90236959,13
SKOR2,ENSG00000215474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.7,0,0.113513514,0
SIAH3,ENSG00000215475,0,0.3,0.1,0,0,1.4,1.4,0,0,0.5,0.4,0,5,0,0,0.3,0,0.1,0.1,0,0,0,0,0,0,0.1,1.1,0,0,0.1,0.1,0.1,0,0.1,0,0.1,0,5,0,0.859901297,0
EFCAB8,ENSG00000215529,0,0,0.4,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0,0.2,0.4,0,0.2,0,2.8,0.4,0.2,0.2,2.8,0,0.456556809,0
DEFB116,ENSG00000215545,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.097297297,0
DEFB115,ENSG00000215547,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.210810811,0
GAB4,ENSG00000215568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0.6,0
C20orf202,ENSG00000215595,0.5,0.1,0.2,0,0.2,0.4,0.3,0.3,0.3,0.2,0.1,0.3,0.7,1.1,0.3,0.4,0.1,1.9,0.3,0.1,0,0.8,4.9,0.2,0.3,0.1,0.8,0.1,0.4,1.2,0.3,0.3,0.3,0.8,0.3,0.1,0.4,4.9,0,0.820847786,0.3
HMX1,ENSG00000215612,0,0.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1.1,0,0.227252141,0
GCGR,ENSG00000215644,0.1,6.6,0.2,0,0,0,0,0.2,0.4,0,0,0,0,0.2,0,8.4,20.8,0,0.2,0,0.1,8,0,0,0,0,0,0,1.6,0.2,0,0,0,0.5,0,0,0.1,20.8,0,3.865031181,0
RSC1A1,ENSG00000215695,3.4,1.9,3.4,2.5,2.1,2.1,1.8,1.3,0.5,3.1,0.2,4.4,3.1,2.9,1.9,4.9,4.3,3.2,3.5,1.7,0.1,4.3,4.3,3,2.1,0,1.9,0,0,1.5,5.3,1,1.2,4.3,3.8,3.6,2.2,5.3,0,1.472191709,2.2
CELA2B,ENSG00000215704,0,1.1,0.6,0.6,0,1.2,0,0,3.7,0.7,0.2,0,0.1,1,2.8,0,0,0.4,1.4,16.2,4261.7,0,1.8,0.4,0,1.5,0,0.1,1.2,2.7,0,0.5,1.4,1.4,1.3,0,0.2,4261.7,0,690.9001523,0.5
TMEM242,ENSG00000215712,7.2,12.3,6.8,6.9,7.5,16.9,9.5,6.1,6,12.3,10.1,5.6,8.6,7.9,8.8,9,5.3,7.3,6.3,8.1,1.1,13.3,8.9,10.5,7,3,7.3,4.2,6.2,6,11.4,6.8,5.4,8.8,12.6,5.3,7.1,16.9,1.1,2.999357126,7.3
TMEM167B,ENSG00000215717,24.8,33,22.7,23.2,29.7,29.1,34.6,19.5,16.4,35.7,28.3,18.2,28,27.7,16.4,24.8,11.9,29.8,21,25.1,3.7,41.4,33.4,42.8,22.6,9.3,27.8,4.2,25.6,18.9,30.2,27.7,21.3,30.8,49.3,17.3,22.7,49.3,3.7,9.525327431,25.1
FAM72D,ENSG00000215784,0.5,0.3,3.9,2.3,0.5,0.5,0.3,0.7,0.9,0.4,0.1,0.6,0.2,0.7,0.1,0.1,0.1,0.5,5.6,0.2,0,0.4,1.4,0.1,1.1,0,0,0,2.1,1.4,0.5,1.3,0.5,3.7,0.2,4.1,0.9,5.6,0,1.308007591,0.5
TNFRSF25,ENSG00000215788,2.8,2.1,4.1,0.3,1.1,0.4,1.9,3.5,3.1,2,0.8,2.8,3.2,3.5,1.6,0.3,0.1,1.6,4.9,1.4,0.1,2.4,6.3,1.8,1.6,0.6,3.2,0.3,29.6,3.3,0.7,12.1,0.9,1.1,1.1,2.5,4,29.6,0.1,4.925967626,1.9
SLC35E2,ENSG00000215790,2.5,2.6,4.4,2.6,3.5,6.7,6.4,2.7,4.7,5.6,2.8,2.8,5.5,4.1,2,2.2,0.6,4.8,5.7,7.4,1,5.7,3.9,5.6,2.8,2,5.2,1.5,5,3.7,2.6,6.4,3.2,2.3,7.5,2.8,3,7.5,0.6,1.782370447,3.5
ZC3H11B,ENSG00000215817,0.2,0.2,0.5,0.1,0,0.3,0,0,0.2,0.2,0.2,0,0.1,0.2,0,0.1,0,0.1,0.2,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0.6,0.2,0.1,0.2,0.1,8.1,0.1,0.1,0.1,8.1,0,1.299176567,0.1
TSTD1,ENSG00000215845,33.5,38.1,33.3,29.8,90.2,23.3,44.3,56.1,38.4,17,122.4,38,104.9,27.9,18.8,65.4,29.2,62.7,57.5,41.3,16.5,129.9,18.2,123.5,42.5,74.2,60.1,8.3,34.7,51.8,12.2,38.6,41.9,34.3,146.9,45.5,22.1,146.9,8.3,34.57541593,38.6
RPTN,ENSG00000215853,0,0,0,0,0.6,0,0.2,0,0,0.1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,35.1,0,0.1,0,0.4,0,0,47.4,0,47.4,0,9.421954996,0
CYB5RL,ENSG00000215883,2.2,4.4,1.9,1.4,3.1,2.7,3,2.4,2.8,4.2,2.8,2.5,4.6,3.5,2.3,1.7,0.4,2.8,3,5.3,0.8,3.2,2.2,3.2,3,1.4,2.3,1.4,4.5,1.8,3.7,3.9,2.8,2.6,5.1,2.3,3.5,5.3,0.4,1.116428878,2.8
LACTBL1,ENSG00000215906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0.048648649,0
C1orf167,ENSG00000215910,0.1,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,14.7,0,0,0.1,14.7,0,2.378872799,0
TTC34,ENSG00000215912,0.1,0.1,0.2,0,0.2,0.2,0,0,0,0.3,0.2,0,1.6,0.1,0,0,0,0.2,0.1,0.2,0,0.2,0,0.2,0,0,0.2,0,0,0.1,0.1,0.3,0.1,2.6,0.8,0.1,0,2.6,0,0.486651624,0.1
ATAD3C,ENSG00000215915,0.5,0.2,1.4,0.3,1.7,1.3,1,0.3,0.5,1.2,1.5,0.3,2,1.1,0.1,1.6,0.9,1.8,0.6,0.8,0.5,0.3,0.4,1.8,0.4,1.1,2.9,0.1,0.8,0.4,1.1,0.5,0.3,1,3.4,0.5,0.7,3.4,0.1,0.742018647,0.8
IFI30,ENSG00000216490,135,118.9,828.7,142.1,45.8,47.9,50.8,106.9,163,29.4,26.9,31.6,31.5,142.6,12.8,49.3,63.8,695.5,327.5,8.7,9.4,24.8,149.7,32.2,134.4,23.7,24.2,3.5,53.1,141.2,188,307.4,83.2,26.5,73,164.9,200,828.7,3.5,171.2844211,63.8
IGSF23,ENSG00000216588,0,0,0,0,0,0,0,0.2,15.2,0.2,0.9,0,0.1,0.2,0,0.4,13,0.3,0,0,0.8,0,0.2,0,0,0,0,0,0,17.4,0,0.1,0.1,2.3,0.5,0,0.1,17.4,0,4.149760393,0
GAGE12E,ENSG00000216649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,1.9,0,0.308108108,0
AC131097.4,ENSG00000216921,3.6,0.5,0.1,0.2,0.9,3.4,1.3,0.1,0.2,1.2,0,4.5,0.8,0.2,0.2,0,0.1,0.2,0.4,1.9,6.4,0,0.3,4.4,0,1.7,5.8,0.9,3.5,0.1,0.1,0.3,0.1,1.8,11.5,0.2,0.3,11.5,0,2.387534587,0.3
CCDC7,ENSG00000216937,1.1,1.6,1.2,1.5,1.7,1.6,1.8,1.1,1.2,2.1,1.8,1.3,1.3,1.8,0.7,1.1,0.3,1.8,1.9,1.9,0.3,2,1.4,1.9,1.7,0.4,1.8,0.1,0.8,1.1,1.8,1.5,1.1,139,3.2,1.3,0.9,139,0.1,22.32264374,1.5
FNIP1,ENSG00000217128,11.3,11.4,9.2,10.5,11.4,16.1,12.3,6.3,8.4,15.7,8.5,7.6,10.3,13.3,6.4,8.2,6.3,10.2,7.4,17.1,1.5,27.5,11.2,13.8,7.3,2,7.7,4.4,8.2,7.9,11.6,9.7,7.3,28.5,18.9,5.9,8.2,28.5,1.5,5.587082043,9.2
SP9,ENSG00000217236,0,0,0,0,0.1,0.8,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,0,0,0.6,0,0,0,1.4,0,0.302582022,0
SYCE3,ENSG00000217442,0.5,0.3,0.7,0.1,1.4,1.1,0.6,0.7,0.3,0,2.1,0.4,2.1,1.6,0.1,0.4,0.7,1,0.7,0,0,0.6,0.5,0.3,0.1,0,0.2,0,0.4,0,0,0,0.4,116.7,3,0.3,1.3,116.7,0,18.83799488,0.4
CKLF,ENSG00000217555,41.5,32.2,73.1,43,44.1,29.1,41,40.9,31.5,39,32.7,18,49.6,61.4,8.5,16.5,14.7,49.6,67.8,31.2,2.7,34.8,42.1,23.7,46.4,8.5,25.3,5.1,19.6,42.8,48.3,62.3,23.3,90.9,38.5,46,41.5,90.9,2.7,18.96301695,39
PAM16,ENSG00000217930,7.4,10.6,6.7,7.6,6.8,6.5,3.1,5.4,8.5,6.9,7.9,2.4,6,4.7,4.6,4,4.5,7.7,8.1,4.4,1.8,5.8,6.4,6.9,4.7,3.5,8.3,13.8,8.9,6.4,6.3,7.9,5.6,15.1,4.9,5.2,2.4,15.1,1.8,2.727874671,6.4
TENM3,ENSG00000218336,5.5,6.8,2.2,0,1.4,11.7,2.3,0.8,0.8,4.9,0.8,0.8,1.7,3.8,0.8,1,0.1,1.2,0.9,4.8,0.2,13.4,18.7,6.2,0.9,0.2,5.1,0.5,0.1,0.7,3.4,3.1,0.2,4,10.3,1.1,1.8,18.7,0,4.145364489,1.4
CEBPZOS,ENSG00000218739,24.3,39.4,20.1,16.3,27.9,38.7,27.4,19.7,24.2,39.1,47.1,17.8,38.9,28,20.5,27.8,11.8,25.5,26.3,32.9,3.9,37.5,31.5,43.6,25.5,11.8,25.3,19,28.4,24.2,30.4,25.1,17.7,41.2,44.4,18,23.3,47.1,3.9,9.81018835,25.5
TDRD15,ENSG00000218819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,1.62125221,0
PAPOLB,ENSG00000218823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,0,0,0,53.9,0,8.740540541,0
ZNF579,ENSG00000218891,6.3,4,4.4,3,2.6,8.1,3.9,3.4,4.6,11.1,9,2.6,12.2,13,2.8,6,1.6,8.8,5.7,8.6,1.4,5.6,3.9,8,2.9,2.4,6.8,7.6,8,3.3,6.4,6.6,9.8,3.5,11.8,2.1,5.7,13,1.4,3.116836159,5.7
CELA3B,ENSG00000219073,0.9,1.1,3,5.5,0.4,2,0.9,0.9,8.1,4.6,1.7,2.1,2,2.2,6.9,0.7,0.4,1.7,5.2,35.6,10568.2,1.3,6.4,2.4,0.7,7,0.8,0.2,8,6,1.5,2.7,4.5,4.7,3.4,0.9,1.6,10568.2,0.2,1713.150258,2.1
RNASEK,ENSG00000219200,234,468.1,255.1,204.1,163.1,304.1,256.2,163.9,177.7,241.1,185,211.2,339.5,304.9,176.5,217.3,91.6,278.1,268.6,215.2,49.9,304.1,250.4,267.2,144.4,101.2,255.5,94,233.8,184.7,235.8,316.5,137.8,201.4,342.9,171.1,243.7,468.1,49.9,80.34572793,233.8
TEX40,ENSG00000219435,0.1,0.1,0.2,0,0.5,4.9,1.2,0.1,0,0.9,0,0,0,1,0,0.1,0,0.6,0.1,0,0.1,0,1.2,0.5,0.3,0,0.1,0,0.8,0.2,0.1,0.1,0.1,519.6,1.2,0,0.5,519.6,0,84.19605056,0.1
FAM19A5,ENSG00000219438,1.1,1.8,1.1,0,1.9,49.9,12.9,0.6,1,9.6,5.7,0.3,3.4,3.4,0.3,1,0.9,1.8,0.5,7,0.2,0,0.1,4.1,0.2,2.3,5.2,0.2,1.1,1.7,1.2,0.4,2.2,2.7,0.4,0.1,2.1,49.9,0,8.212379083,1.1
NBPF1,ENSG00000219481,3.6,10.3,3.3,1.4,4.2,4.3,6.9,5.7,3.6,7.4,3.2,3.2,10.7,5.3,1.5,4,1.3,5.1,1.6,10.8,0.4,17.1,6.8,5.5,5.9,1.3,5.9,0.7,3.1,6.9,8.6,4.3,3.2,21.9,7.5,1.7,3.6,21.9,0.4,4.33686863,4.3
UMAD1,ENSG00000219545,10.3,21.7,15,6,12.8,14.4,12.8,12.6,15.5,17,14,9.8,16.6,16.7,9.1,18,7.4,18,17.8,16.9,7.5,36.9,13.3,30.5,12.8,8.6,16.4,3,7.3,18.3,14.6,14.4,21.7,10.6,41.1,12.3,17,41.1,3,7.563563613,14.4
PPP1R3G,ENSG00000219607,0.9,2,0.4,0,0.6,1,1.4,0.8,0.2,1,1.1,0.9,0.8,0.5,2.6,0.4,1.2,0.4,0.5,1,0,0.1,0.9,1.5,0.5,0.1,1.9,0.1,0.6,0.3,0.7,3.6,0.3,0.4,0.2,0.3,0.8,3.6,0,0.738802458,0.6
FAM228B,ENSG00000219626,13.8,14.5,3.9,4.9,12.5,16,10.8,4.2,1.7,17.6,23.4,6.4,17.9,14.5,9.3,7.2,2.1,10.3,5.9,18,0.7,18.2,9.5,15,4.7,3.3,17.3,4.6,3.7,3.4,11.7,11,4.2,36.5,11.4,4.6,5.7,36.5,0.7,7.226147635,9.5
LINGO3,ENSG00000220008,0,0.1,1.6,0.7,0,1.6,0,0.1,0.2,0,0,0,0,0,0,0,0,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0.5,0,3.7,0.4,0.1,0,0,0,3.7,0,0.704478007,0
ZGLP1,ENSG00000220201,0.4,0.6,1.3,0.3,0.6,2,0.9,0.4,1,1.5,0.4,0.4,1.8,1.3,0.2,0.5,0.2,0.8,2,2,0.2,1.3,1.3,1.8,0.3,0.9,1.4,0.2,2.4,0.9,0.3,1.7,0.6,3.1,2.3,0.6,0.7,3.1,0.2,0.736147951,0.9
VAMP2,ENSG00000220205,70.2,132.4,62.8,115.9,66.7,483.5,76.7,44.3,43.3,120.9,75.8,33.5,114.5,60.5,40.5,66.7,15.9,86.1,80.3,154.6,13.1,218.5,60.5,105.8,56.1,23.9,95.9,36.1,81.8,55.3,99.4,109.1,45.5,79,98.1,59,36,483.5,13.1,77.36403989,70.2
OR6B1,ENSG00000221813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0.050851048,0
EBF2,ENSG00000221818,20.8,0.9,1.2,0,2.3,0,0.9,0.4,0,0.7,2.4,0.9,1.3,4,6.6,0.5,0,0.8,0.7,0.3,0.1,3.5,0.7,0.7,0.4,0.5,0.6,1.5,0.3,0.3,2.5,0,0,2,6.4,0.2,1.6,20.8,0,3.539164164,0.7
C6orf226,ENSG00000221821,9.3,13.4,7.8,8.1,5.1,12.9,5.8,5.2,8,6.8,7.7,1.7,6.9,3.5,2,6.1,2.7,7.8,6.2,5.6,1.5,6.1,3.3,9.6,1.7,2.5,10.3,3.8,10.1,6.6,3.8,9.6,5.5,6.1,4.3,2.8,1.5,13.4,1.5,3.071259833,6.1
PPP3R1,ENSG00000221823,59.2,49.5,44.3,46.4,33.7,197.5,40.6,27.4,25.9,52.2,31.8,33.1,31.7,44.5,13.3,22.9,30.2,41.4,46.7,30.8,4,27.5,52.5,43,30.7,10.6,42.1,32.1,40,26.5,52,47.2,23.5,39,40,37.2,33.4,197.5,4,28.77933603,37.2
PSG3,ENSG00000221826,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.2,188.8,0,0,0,0,0,0,0,1,0.4,0.1,1.1,0,0,0,188.8,0,30.60322507,0
FANCG,ENSG00000221829,2.8,2.3,6,7,5,3,5.3,3.8,4.4,5.4,2.4,5.4,8.7,4.8,0.9,1.6,0.7,3.4,8.1,6.9,0.9,6.6,5.9,4.4,3.8,1.7,5.5,0.7,6.9,4.6,5.9,5.5,3.6,8,5.1,5.6,5.3,8.7,0.7,2.120855431,5
OR2A5,ENSG00000221836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-9,ENSG00000221837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP4M1,ENSG00000221838,6.1,7.7,4.9,2.7,6.7,9.6,10.1,7.1,11.1,13.9,7.1,10.5,17.1,13,6.4,4.1,1.3,11.5,6.2,8.4,1.9,11.2,7.5,12.3,6.2,4.2,14.7,2.7,12.1,9.9,11.9,6.9,6.8,28.8,13.1,3.9,10.2,28.8,1.3,5.021637623,7.7
OR4A5,ENSG00000221840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf16,ENSG00000221843,0.1,0.4,0.2,0,0,0.7,0,0,0.1,0.2,0,0.3,0.1,0.4,0.2,0.1,0.2,0.1,0.2,0.3,0,0,0.1,0.2,0,0,0,0,0.1,0.1,0,0.2,0.3,14.6,0.7,0,0.3,14.6,0,2.348961196,0.1
KRTAP1-5,ENSG00000221852,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.1,0,0.340476184,0
TAS2R41,ENSG00000221855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2A12,ENSG00000221858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-10,ENSG00000221859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-2,ENSG00000221864,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.016216216,0
PLXNA4,ENSG00000221866,15.2,3.2,2.3,0.1,1.9,10.4,12.5,0.6,0.4,1.1,0.2,4.4,0.6,3.1,2.4,0.8,0.1,0.9,1.1,2.3,0,0.2,5,0.6,0.8,0.1,1.2,0.2,2.3,0.4,3.6,1.4,0.3,1.9,2.5,0.3,0.9,15.2,0,3.375263429,1.1
MAGEA3,ENSG00000221867,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,12.8,0,2.073390493,0
CEBPD,ENSG00000221869,71.1,42.2,46.1,11.1,18.7,6.5,19.2,21.1,14.5,14.3,1.7,7.5,14,11.6,2.7,19.6,29.8,34.2,5,34.2,3.5,3.4,37.3,30.8,6.9,3.4,14.6,5.3,6.2,25.1,16,44.6,18.9,4.4,4.8,3.1,5.6,71.1,1.7,15.61314041,14.3
TMEM257,ENSG00000221870,0,0,0,0,0,4.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0.3,0,0,0,0,0,4.2,0,0.681949254,0
ZNF816-ZNF321P,ENSG00000221874,0,0,0.4,0.2,0.9,0,1.1,0.8,0,0.7,0,0.2,1.4,0.4,0.1,0.4,0,0.4,0.2,0.5,0,0.5,1.2,2.7,1.6,0.1,0.9,0,0,0.1,0,0.3,0.8,0.1,0.3,0.3,0,2.7,0,0.568840272,0.3
PSG7,ENSG00000221878,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,5.8,0,0,0,0,0,1.4,0,0.9,0,0,0,0,0,0,5.8,0,0.965723745,0
KRTAP1-3,ENSG00000221880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR3A2,ENSG00000221882,0.1,0,0.1,0,0.1,0.8,0.2,0,0,0.1,0.9,0.1,0,0,0,0,0,0.3,0.2,0.2,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0.1,0,5.3,0.1,0.2,0,5.3,0,0.864188925,0
ARIH2OS,ENSG00000221883,0.9,1.4,1.6,2.1,1.6,2.2,1.5,1,1.2,1.8,1.8,0.9,2.7,1.7,1,1.3,0.3,1.3,2.2,3.3,0.3,1.3,0.9,2.3,1,1,1.6,0.3,1.8,1.6,1.2,2.1,1.2,4.2,2.9,0.7,1.1,4.2,0.3,0.80760628,1.4
ZBED8,ENSG00000221886,2.1,6,1.4,0.1,4.8,6.1,9.3,1.7,1.6,10.2,9.4,2.3,8.7,3.9,2.6,4.1,0.6,3.6,1.7,13.3,0.5,5.6,6.5,7.7,2.1,2.1,6.6,0.9,3.3,1.6,5.7,3,2.5,8,9.3,1.6,3.2,13.3,0.1,3.231550996,3.3
HMSD,ENSG00000221887,0.4,0.5,1.1,0,0.4,1.8,0,0.1,0.1,0,0,0.2,0.2,0,0,0,0.2,1.1,1.8,0.2,0,0,0,0,0.5,0,0.1,0,0.8,0.1,0,0.7,0.3,0.9,0.1,1.1,0.1,1.8,0,0.486351333,0.1
OR1C1,ENSG00000221888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,2.2,0,0.356756757,0
NPTXR,ENSG00000221890,3,6,2.5,0.2,2.3,176.4,11.2,1.8,1.3,12.3,4.7,3.4,13.1,3.2,10.2,1.1,0.1,2.5,1.9,9.9,0.9,12.2,0.5,13.3,1.7,1.7,9.9,0.1,1.1,1.4,11.2,3.2,2,2.9,4.6,1.4,3.5,176.4,0.1,28.18882848,2.9
POM121L12,ENSG00000221900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,8.7,0,1.410810811,0
FAM200A,ENSG00000221909,3.5,9.8,5.8,1.1,7.5,7.8,9.6,3.3,3.5,8.7,7.9,4.5,8.2,5.7,3.4,6.9,1.8,5.9,7,12.7,0.9,10.6,7.3,11.2,3.4,2.8,7,1.9,6.4,4,4.8,6.7,4.4,15.1,11.4,4.8,5.7,15.1,0.9,3.269472764,5.9
OR2F2,ENSG00000221910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R2A,ENSG00000221914,32.9,21.1,24.7,19.5,34.4,48,32.8,23,30,38,23,62.9,36.3,32.8,16,28.2,21,28.9,28.1,31.1,2.8,36.7,72.2,40,24.6,7.7,29.8,15.7,27.5,22.8,38.3,24.5,18.2,42.5,44.6,36.4,31.7,72.2,2.8,12.99916725,29.8
C19orf73,ENSG00000221916,0.7,1,0.5,0,1.1,1.8,0.3,1,2.2,0.2,1.8,0.4,0.3,0.5,0.6,0.6,0.6,0.4,0.2,0,0.8,1.2,0.3,0.9,0.7,0.8,0.6,0.3,1.3,1.3,0.3,1.3,0.7,0.8,0.9,0.2,0.1,2.2,0,0.509973574,0.6
ZNF880,ENSG00000221923,10.5,12.2,15.3,11.1,17.5,14.7,19.9,7.9,6,22.7,14.1,6.6,20.1,17.2,11.9,10.3,1.9,14.2,17.9,23.3,1.5,5.2,14.9,28.5,10.1,4.8,19.2,2,11.4,9,18.6,20.2,7.8,17.1,31.2,13.8,13.6,31.2,1.5,6.905643937,13.8
TRIM16,ENSG00000221926,12.4,17.8,10.5,11.3,11.4,12.2,15.4,11,22.9,9.5,6,117.8,14.1,24.9,7.8,4.8,1.5,20.7,11.4,8.6,1,6.9,49.9,13.7,12.4,4.8,16.4,9.8,30.3,13.9,13,5,30.3,20.3,19.2,33.9,30.6,117.8,1,19.36392389,12.4
